词汇组 42 (共 50 个词汇)
序号	单词	音标	释义
================================================================================
330	bat	/bæt/	n. 蝙蝠；球棒；球拍；批处理文件的扩展名vt. 用球棒击球；击球率达…vi. 轮到击球；用球棒击球n. (Bat)人名；(蒙、英)巴特
4028	traffic	/ˈtræfɪk/	n. 交通；运输；贸易；[通信] 通信量vt. 用…作交换；在…通行vi. 交易，买卖
3602	space	/speɪs/	n. 空间；太空；距离vi. 留间隔vt. 隔开
1144	door	/dɔːr/	n. 门；家，户；门口；通道n. (Door)人名；(英)多尔
1468	fertilizer	/ˈfɜːrtəlaɪzər/	n. [肥料] 肥料；受精媒介物；促进发展者
4342	why	/waɪ/	adv. 为什么；（反问，表示不必）何必； ……的原因int. 哎呀，呦；呃n. 原因，理由
1701	grammar	/ˈɡræmər/	n. 语法；语法书
327	basis	/ˈbeɪsɪs/	n. 基础；底部；主要成分；基本原则或原理
947	curtain	/ˈkɜːrtn/	n. 幕；窗帘vt. 遮蔽；装上门帘
2763	pint	/paɪnt/	n. 品脱；一品脱的量；一品脱牛奶或啤酒n. (Pint)人名；(德、俄、匈)平特
2588	northern	/ˈnɔːrðərn/	adj. 北部的；北方的n. 北部方言
2013	instrument	/ˈɪnstrəmənt/	n. 仪器；工具；乐器；手段；器械vt. 给……装测量仪器
2802	poison	/ˈpɔɪzn/	n.毒药,败坏道德之事,毒害vt.毒害,败坏,使中毒vi.放毒,下毒
1296	enthusiastic	/ɪnˌθuːziˈæstɪk/	adj. 热情的；热心的；狂热的
3024	raid	/reɪd/	n. 袭击；突袭；搜捕；抢劫vi. 突袭vt. 袭击，突袭n. （Raid）（阿拉伯）拉伊德（人名）abbr. （Raid）独立硬盘冗余阵列（Redundant Array of Inexpensive Disks）
1590	fridge	/frɪdʒ/	n. 电冰箱n. (Fridge)人名；(英)弗里奇
2967	pump	/pʌmp/	n.泵,抽水机vt.(用泵)抽(水),抽吸
496	buckle	/ˈbʌkl/	n. 带扣，搭钩；（尤指鞋的）扣形饰物v. 扣住，用搭扣装饰；屈服，退让；使弯曲变形；（人）精神崩溃n. (Buckle) （美、英、加）巴克尔（人名）
510	bury	/ˈberi/	vt. 埋葬；隐藏n. (Bury)人名；(法)比里；(英、西)伯里；(德、意、罗、波、捷、匈)布里；(俄)布雷
2385	melt	/melt/	vi. 熔化，溶解；渐混vt. 使融化；使熔化；使软化；使感动n. 熔化；熔化物
2440	missing	/ˈmɪsɪŋ/	adj. 失踪的；缺少的v. 错过（miss的ing形式）；想念；漏掉n. (Missing)人名；(德)米辛
4066	trip	/trɪp/	n.(短途)旅行,绊倒,摔倒,失足,往返,差错,支吾,旅程vt.使跌倒,使犯错,使失败,挑剔vi.轻快地走,摔倒,绊倒,失足,结巴,远足,犯错,旅行
