词汇组 28 (共 50 个词汇)
序号	单词	音标	释义
================================================================================
3289	sacrifice	/ˈsækrɪfaɪs/	n. 牺牲；祭品；供奉vt. 牺牲；献祭；亏本出售vi. 献祭；奉献
418	blue	/bluː/	n.蓝色adj.蓝色的,忧郁的,沮丧的
2254	live	/lɪv; laɪv/	adj.活的,生动的,精力充沛的,实况转播的,点燃的vi.活着,生活,居住,流在人们记忆中vt.过着,度过,经历adv.以实况地
280	auxiliary	/ɔːɡˈzɪliəri/	adj. 辅助的；副的；附加的；（发动机、设备等）备用的n. 助动词；辅助者，辅助物；附属机构；（北美）志愿队；（海军的）辅助舰队
609	chain	/tʃeɪn/	n. 链；束缚；枷锁vt. 束缚；囚禁；用铁链锁住
934	cubic	/ˈkjuːbɪk/	adj. 立方体的，立方的n. (Cubic)人名；(罗)库比克
4311	well	/wel/	adv. 很好地；充分地；满意地；适当地adj. 良好的；健康的；适宜的n. 井；源泉v. 涌出n. (Well)人名；(英、德、荷)韦尔
1832	heroic	/həˈroʊɪk/	adj. 英雄的；英勇的；记叙英雄及其事迹的；夸张的n. 史诗；英勇行为
1622	gallery	/ˈɡæləri/	n. 画廊；走廊；旁听席；地道vt. 在…修建走廊；在…挖地道vi. 挖地道n. (Gallery)人名；(英)加勒里
2783	player	/ˈpleɪər/	n. 运动员，比赛者；游戏者，做游戏的人；演奏者，表演者；演员；播放器
579	cash	/kæʃ/	n. 现款，现金vt. 将…兑现；支付现款n. (Cash)人名；(英)卡什
2569	nine	/naɪn/	n. 九，九个num. 九；九个adj. 九的，九个的n. (Nine)人名；(塞)尼内
1375	expect	/ɪkˈspekt/	vt. 期望；指望；认为；预料vi. 期待；预期
2138	laboratory	/ˈlæbrətɔːri/	n. 实验室，研究室
2655	onion	/ˈʌnjən/	n. 洋葱；洋葱头
3407	seventeen	/ˌsevnˈtiːn/	n. 十七，十七个adj. 十七岁的；十七的，十七个的num. 十七n. (Seventeen)人名；(瑞典)塞文滕
2898	principal	/ˈprɪnsəpl/	adj. 主要的；资本的n. 首长；校长；资本；当事人
960	danger	/ˈdeɪndʒər/	n. 危险；危险物，威胁n. (Danger)人名；(法)当热
6	about	/əˈbaʊt/	adv.附近,大约,转向,左右,周围;prep.在附近,关于,在...周围,忙于
