词汇组 37 (共 50 个词汇)
序号	单词	音标	释义
================================================================================
148	analyse	/ˈænəlaɪz/	vt. 分析；分解；细察
3792	sunlight	/ˈsʌnlaɪt/	n. 日光n. (Sunlight)人名；(英)森莱特
376	berry	/ˈberi/	n. 浆果（葡萄，番茄等）vi. 采集浆果n. (Berry)人名；(法、英、德、意、葡)贝里；(匈)拜里
648	chimney	/ˈtʃɪmni/	n. 烟囱
1155	downward	/ˈdaʊnwərd/	adj. 向下的，下降的adv. 向下
3508	sketch	/sketʃ/	n. 素描；略图；梗概vt. 画素描或速写vi. 画素描或速写n. (Sketch)人名；(英)斯凯奇
2724	overseas	/ˌoʊvərˈsiːz/	adv. 在海外，向国外adj. 海外的，国外的
3794	sunrise	/ˈsʌnraɪz/	n. 日出；黎明n. (Sunrise)人名；(德)松里泽
487	broom	/bruːm/	n. 扫帚；金雀花；飞天扫帚（出自《哈利·波特》）vt. 扫除vi. 桩顶开花或开裂n. （Broom）（英）布鲁姆（人名）
1912	ignore	/ɪɡˈnɔːr/	vt. 驳回诉讼；忽视；不理睬
2862	precise	/prɪˈsaɪs/	adj. 精确的；明确的；严格的
4375	woman	/ˈwʊmən/	n. 妇女；女性；成年女子
3408	seventh	/ˈsevnθ/	 num.第七
3958	through	/θruː/	 prep.穿过,通过,从开始到结束,经由,以adv.从头到尾,自始至终,直达地,彻底,完全adj.直达的,直通的
2975	pure	/pjʊr/	adj. 纯的；纯粹的；纯洁的；清白的；纯理论的n. (Pure)人名；(俄)普雷
3739	strictly	/ˈstrɪktli/	adv. 严格地；完全地；确实地
1861	honey	/ˈhʌni/	n. 蜂蜜；宝贝；甜蜜adj. 甘美的；蜂蜜似的vt. 对…说甜言蜜语；加蜜使甜vi. 奉承；说甜言蜜语n. (Honey)人名；(英)霍尼
4315	wet	/wet/	adj. [气象][物] 潮湿的；有雨的n. 雨天；湿气vt. 弄湿vi. 变湿n. (Wet)人名；(英、纳米、南非)韦特
2256	liver	/ˈlɪvər/	n. 肝脏；生活者，居民
4204	variety	/vəˈraɪəti/	n. 多样；种类；杂耍；变化，多样化
660	church	/tʃɜːrtʃ/	n. 教堂；礼拜；教派adj. 教会的；礼拜的vt. 领…到教堂接受宗教仪式n. (Church)人名；(英)丘奇
2234	limb	/lɪm/	n. 肢，臂；分支；枝干vt. 切断…的手足；从…上截下树枝n. (Limb)人名；(朝)林；(英)利姆
4283	wave	/weɪv/	v. 挥手；挥手示意；挥舞；飘扬；使（头发）略呈波形n. 海浪；心潮；涌现的人（或物）；挥手；波；（头发）卷曲；（感情）爆发
3311	sandy	/ˈsændi/	adj. 沙地的；多沙的；含沙的n. (Sandy)人名；(法、喀、罗、西、英)桑迪(教名Alasdair、Alastair、Alexander、Alister、Elshender的昵称)
