词汇组 38 (共 50 个词汇)
序号	单词	音标	释义
================================================================================
4195	valley	/ˈvæli/	n. 山谷；流域；溪谷n. (Valley)人名；(英)瓦利；(法)瓦莱
2768	pit	/pɪt/	n.深坑,深渊,陷阱,(物体或人体表面上的)凹陷,(英国剧场的)正厅后排、正厅后排的观众vt.窖藏,使凹下,去...之核,使留疤痕,使竞争vi.起凹点,凹陷
4174	urge	/ɜːrdʒ/	vt. 力劝，催促；驱策，推进n. 强烈的欲望，迫切要求；推动力vi. 强烈要求
3416	shadow	/ˈʃædoʊ/	n. 阴影；影子；幽灵；庇护；隐蔽处vt. 遮蔽；使朦胧；尾随；预示vi. 变阴暗adj. 影子内阁的
1875	hospital	/ˈhɑːspɪtl/	n. 医院n. (Hospital)人名；(英)霍斯皮特尔
2410	microscope	/ˈmaɪkrəskoʊp/	n. 显微镜
61	adapt	/əˈdæpt/	vt. 使适应；改编vi. 适应
2092	journalist	/ˈdʒɜːrnəlɪst/	n. 新闻工作者；报人；记日志者
1404	extremely	/ɪkˈstriːmli/	adv. 非常，极其；极端地
1542	forbid	/fərˈbɪd/	vt. 禁止；不准；不允许；〈正式〉严禁
4040	transistor	/trænˈzɪstə(r)/	n. 晶体管（收音机）
2594	nothing	/ˈnʌθɪŋ/	pron. 没有什么；无关紧要的东西；（计算机数量上的）零；不值钱adv. 毫不；绝不n. 无；零；无关紧要的事adj. 没前途的；没价值的
629	check	/tʃek/	vt. 检查，核对；制止，抑制；在…上打勾；托运vi. 核实，查核；中止；打勾；[象棋]将一军n. 美支票；制止，抑制；检验，核对n. （英）切克（人名）
4306	weigh	/weɪ/	vt. 权衡；考虑；称…重量vi. 重量为…；具有重要性；成为…的重荷；起锚n. 权衡；称重量
1521	flow	/floʊ/	n.流程,流动,(河水)泛滥,洋溢vi.流动,涌流,川流不息,飘扬vt.溢过,淹没
3979	tiny	/ˈtaɪni/	adj. 微小的；很少的n. (Tiny)人名；(葡、印)蒂尼
3316	Saturday	/'sætədei/	n. 星期六
3639	spoil	/spɔɪl/	vt. 溺爱；糟蹋；破坏；掠夺vi. 掠夺；变坏；腐败n. 次品；奖品
1430	far	/fɑːr/	adv. 很；遥远地；久远地；到很远的距离；到很深的程度adj. 远的；久远的n. 远方n. (Far)人名；(德、西、塞)法尔
4139	unhappy	/ʌnˈhæpi/	adj. 不快乐的；不幸福的；不适当的
